drug_id,protein_id,interaction
D04309,P04309,1
D04310,P04310,0
D04311,P04311,1
D04312,P04312,0
D04313,P04313,1
D04314,P04314,0
D04315,P04315,1
D04316,P04316,0
D04317,P04317,1
D04318,P04318,0
D04319,P04319,1
D04320,P04320,0
D04321,P04321,1
D04322,P04322,0
D04323,P04323,1
D04324,P04324,0
D04325,P04325,1
D04326,P04326,0
D04327,P04327,1
D04328,P04328,0
D04329,P04329,1
D04330,P04330,0
D04331,P04331,1
D04332,P04332,0
D04333,P04333,1
D04334,P04334,0
D04335,P04335,1
D04336,P04336,0
D04337,P04337,1
D04338,P04338,0
D04339,P04339,1
D04340,P04340,0
D04341,P04341,1
D04342,P04342,0
D04343,P04343,1
D04344,P04344,0
D04345,P04345,1
D04346,P04346,0
D04347,P04347,1
D04348,P04348,0
D04349,P04349,1
D04350,P04350,0
D04351,P04351,1
D04352,P04352,0
D04353,P04353,1
D04354,P04354,0
D04355,P04355,1
D04356,P04356,0
D04357,P04357,1
D04358,P04358,0
D04359,P04359,1
D04360,P04360,0
D04361,P04361,1
D04362,P04362,0
D04363,P04363,1
D04364,P04364,0
D04365,P04365,1
D04366,P04366,0
D04367,P04367,1
D04368,P04368,0
D04369,P04369,1
D04370,P04370,0
D04371,P04371,1
D04372,P04372,0
D04373,P04373,1
D04374,P04374,0
D04375,P04375,1
D04376,P04376,0
D04377,P04377,1
D04378,P04378,0
D04379,P04379,1
D04380,P04380,0
D04381,P04381,1
D04382,P04382,0
D04383,P04383,1
D04384,P04384,0
D04385,P04385,1
D04386,P04386,0
D04387,P04387,1
D04388,P04388,0
D04389,P04389,1
D04390,P04390,0
D04391,P04391,1
D04392,P04392,0
D04393,P04393,1
D04394,P04394,0
D04395,P04395,1
D04396,P04396,0
D04397,P04397,1
D04398,P04398,0
D04399,P04399,1
D04400,P04400,0
D04401,P04401,1
D04402,P04402,0
D04403,P04403,1
D04404,P04404,0
D04405,P04405,1
D04406,P04406,0
D04407,P04407,1
D04408,P04408,0
D04409,P04409,1
D04410,P04410,0
D04411,P04411,1
D04412,P04412,0
D04413,P04413,1
D04414,P04414,0
D04415,P04415,1
D04416,P04416,0
D04417,P04417,1
D04418,P04418,0
D04419,P04419,1
D04420,P04420,0
D04421,P04421,1
D04422,P04422,0
D04423,P04423,1
D04424,P04424,0
D04425,P04425,1
D04426,P04426,0
D04427,P04427,1
D04428,P04428,0
D04429,P04429,1
D04430,P04430,0
D04431,P04431,1
D04432,P04432,0
D04433,P04433,1
D04434,P04434,0
D04435,P04435,1
D04436,P04436,0
D04437,P04437,1
D04438,P04438,0
D04439,P04439,1
D04440,P04440,0
D04441,P04441,1
D04442,P04442,0
D04443,P04443,1
D04444,P04444,0
D04445,P04445,1
D04446,P04446,0
D04447,P04447,1
D04448,P04448,0
D04449,P04449,1
D04450,P04450,0
D04451,P04451,0
D04452,P04452,1
D04453,P04453,0
D04454,P04454,1
D04455,P04455,0
D04456,P04456,0
D04457,P04457,1
D04458,P04458,0
D04459,P04459,1
D04460,P04460,0
D04461,P04461,1
D04462,P04462,0
D04463,P04463,1
D04464,P04464,0
D04465,P04465,1
D04466,P04466,0
D04467,P04467,1
D04468,P04468,0
D04469,P04469,1
D04470,P04470,0
D04471,P04471,1
D04472,P04472,0
D04473,P04473,1
D04474,P04474,0
D04475,P04475,1
D04476,P04476,0
D04477,P04477,1
D04478,P04478,0
D04479,P04479,1
D04480,P04480,0
D04481,P04481,1
D04482,P04482,0
D04483,P04483,1
D04484,P04484,0
D04485,P04485,0
D04486,P04486,1
D04487,P04487,0
D04488,P04488,1
D04489,P04489,0
D04490,P04490,1
D04491,P04491,0
D04492,P04492,1
D04493,P04493,0
D04494,P04494,1
D04495,P04495,0
D04496,P04496,1
D04497,P04497,0
D04498,P04498,1
D04499,P04499,0
D04500,P04500,1
D04501,P04501,0
D04502,P04502,1
D04503,P04503,0
D04504,P04504,1
D04505,P04505,0
D04506,P04506,1
D04507,P04507,0
D04508,P04508,1
D04509,P04509,0
D04510,P04510,1
D04511,P04511,0
D04512,P04512,1
D04513,P04513,0
D04514,P04514,1
D04515,P04515,0
D04516,P04516,1
D04517,P04517,0
D04518,P04518,1
D04519,P04519,0
D04520,P04520,1
D04521,P04521,0
D04522,P04522,1
D04523,P04523,0
D04524,P04524,1
D04525,P04525,0
D04526,P04526,1
D04527,P04527,0
D04528,P04528,1
D04529,P04529,0
D04530,P04530,1
D04531,P04531,0
D04532,P04532,1
D04533,P04533,0
D04534,P04534,1
D04535,P04535,0
D04536,P04536,1
D04537,P04537,0
D04538,P04538,1
D04539,P04539,0
D04540,P04540,1
D04541,P04541,0
D04542,P04542,1
D04543,P04543,0
D04544,P04544,1
D04545,P04545,0
D04546,P04546,1
D04547,P04547,0
D04548,P04548,1
D04549,P04549,0
D04550,P04550,1
D04551,P04551,0
D04552,P04552,1
D04553,P04553,0
D04554,P04554,1
D04555,P04555,0
D04556,P04556,1
D04557,P04557,0
D04558,P04558,1
D04559,P04559,0
D04560,P04560,1
D04561,P04561,0
D04562,P04562,1
D04563,P04563,0
D04564,P04564,1
D04565,P04565,0
D04566,P04566,1
D04567,P04567,0
D04568,P04568,1
D04569,P04569,0
D04570,P04570,1
D04571,P04571,0
D04572,P04572,1
D04573,P04573,0
D04574,P04574,1
D04575,P04575,0
D04576,P04576,1
D04577,P04577,0
D04578,P04578,1
D04579,P04579,0
D04580,P04580,1
D04581,P04581,0
D04582,P04582,1
D04583,P04583,0
D04584,P04584,1
D04585,P04585,0
D04586,P04586,1
D04587,P04587,0
D04588,P04588,1
D04589,P04589,0
D04590,P04590,1
D04591,P04591,0
D04592,P04592,1
D04593,P04593,0
D04594,P04594,1
D04595,P04595,0
D04596,P04596,1
D04597,P04597,0
D04598,P04598,1
D04599,P04599,0
D04600,P04600,1
D04601,P04601,0
D04602,P04602,1
D04603,P04603,0
D04604,P04604,1
D04605,P04605,0
D04606,P04606,1
D04607,P04607,0
D04608,P04608,1
D04609,P04609,0
D04610,P04610,1
D04611,P04611,0
D04612,P04612,1
D04613,P04613,0
D04614,P04614,1
D04615,P04615,0
D04616,P04616,1
D04617,P04617,0
D04618,P04618,1
D04619,P04619,0
D04620,P04620,1
D04621,P04621,0
D04622,P04622,1
D04623,P04623,0
D04624,P04624,1
D04625,P04625,0
D04626,P04626,1
D04627,P04627,0
D04628,P04628,1
D04629,P04629,0
D04630,P04630,1
D04631,P04631,0
D04632,P04632,1
D04633,P04633,0
D04634,P04634,1
D04635,P04635,0
D04636,P04636,1
D04637,P04637,0
D04638,P04638,1
D04639,P04639,0
D04640,P04640,1
D04641,P04641,0
D04642,P04642,1
D04643,P04643,0
D04644,P04644,1
D04645,P04645,0
D04646,P04646,1
D04647,P04647,0
D04648,P04648,1
D04649,P04649,0
D04650,P04650,1
D04651,P04651,0
D04652,P04652,1
D04653,P04653,0
D04654,P04654,1
D04655,P04655,0
D04656,P04656,1
D04657,P04657,0
D04658,P04658,1
D04659,P04659,0
D04660,P04660,1
D04661,P04661,0
D04662,P04662,1
D04663,P04663,0
D04664,P04664,1
D04665,P04665,0
D04666,P04666,1
D04667,P04667,0
D04668,P04668,1
D04669,P04669,0
D04670,P04670,1
D04671,P04671,0
D04672,P04672,1
D04673,P04673,0
D04674,P04674,1
D04675,P04675,0
D04676,P04676,1
D04677,P04677,0
D04678,P04678,1
D04679,P04679,0
D04680,P04680,1
D04681,P04681,0
D04682,P04682,1
D04683,P04683,0
D04684,P04684,1
D04685,P04685,0
D04686,P04686,1
D04687,P04687,0
D04688,P04688,1
D04689,P04689,0
D04690,P04690,1
D04691,P04691,0
D04692,P04692,1
D04693,P04693,0
D04694,P04694,1
D04695,P04695,0
D04696,P04696,1
D04697,P04697,0
D04698,P04698,1
D04699,P04699,0
D04700,P04700,1
D04701,P04701,0
D04702,P04702,1
D04703,P04703,0
D04704,P04704,1
D04705,P04705,0
D04706,P04706,1
D04707,P04707,0
D04708,P04708,1
D04709,P04709,0
D04710,P04710,1
D04711,P04711,0
D04712,P04712,1
D04713,P04713,0
D04714,P04714,1
D04715,P04715,0
D04716,P04716,1
D04717,P04717,0
D04718,P04718,1
D04719,P04719,0
D04720,P04720,1
D04721,P04721,0
D04722,P04722,1
D04723,P04723,0
D04724,P04724,1
D04725,P04725,0
D04726,P04726,1
D04727,P04727,0
D04728,P04728,1
D04729,P04729,0
D04730,P04730,1
D04731,P04731,0
D04732,P04732,1
D04733,P04733,0
D04734,P04734,1
D04735,P04735,0
D04736,P04736,1
D04737,P04737,0
D04738,P04738,1
D04739,P04739,0
D04740,P04740,1
D04741,P04741,0
D04742,P04742,1
D04743,P04743,0
D04744,P04744,1
D04745,P04745,0
D04746,P04746,1
D04747,P04747,0
D04748,P04748,1
D04749,P04749,0
D04750,P04750,1
D04751,P04751,0
D04752,P04752,1
D04753,P04753,0
D04754,P04754,1
D04755,P04755,0
D04756,P04756,1
D04757,P04757,0
D04758,P04758,1
D04759,P04759,0
D04760,P04760,1
D04761,P04761,0
D04762,P04762,1
D04763,P04763,0
D04764,P04764,1
D04765,P04765,0
D04766,P04766,1
D04767,P04767,0
D04768,P04768,1
D04769,P04769,0
D04770,P04770,1
D04771,P04771,0
D04772,P04772,1
D04773,P04773,0
D04774,P04774,1
D04775,P04775,0
D04776,P04776,1
D04777,P04777,0
D04778,P04778,1
D04779,P04779,0
D04780,P04780,1
D04781,P04781,0
D04782,P04782,1
D04783,P04783,0
D04784,P04784,1
D04785,P04785,0
D04786,P04786,1
D04787,P04787,0
D04788,P04788,1
D04789,P04789,0
D04790,P04790,1
D04791,P04791,0
D04792,P04792,1
D04793,P04793,0
D04794,P04794,1
D04795,P04795,0
D04796,P04796,1
D04797,P04797,0
D04798,P04798,1
D04799,P04799,0
D04800,P04800,1
D04801,P04801,0
D04802,P04802,1
D04803,P04803,0
D04804,P04804,1
D04805,P04805,0
D04806,P04806,1
D04807,P04807,0
D04808,P04808,1
D04809,P04809,0
D04810,P04810,1
D04811,P04811,0
D04812,P04812,1
D04813,P04813,0
D04814,P04814,1
D04815,P04815,0
D04816,P04816,1
D04817,P04817,0
D04818,P04818,1
D04819,P04819,0
D04820,P04820,1
D04821,P04821,0
D04822,P04822,1
D04823,P04823,0
D04824,P04824,1
D04825,P04825,0
D04826,P04826,1
D04827,P04827,0
D04828,P04828,1
D04829,P04829,0
D04830,P04830,1
D04831,P04831,0
D04832,P04832,1
D04833,P04833,0
D04834,P04834,1
D04835,P04835,0
D04836,P04836,1
D04837,P04837,0
D04838,P04838,1
D04839,P04839,0
D04840,P04840,1
D04841,P04841,0
D04842,P04842,1
D04843,P04843,1
D04844,P04844,0
D04845,P04845,1
D04846,P04846,0
D04847,P04847,1
D04848,P04848,0
D04849,P04849,1
D04850,P04850,0
D04851,P04851,1
D04852,P04852,0
D04853,P04853,1
D04854,P04854,0
D04855,P04855,1
D04856,P04856,0
D04857,P04857,1
D04858,P04858,0
D04859,P04859,1
D04860,P04860,0
D04861,P04861,1
D04862,P04862,0
D04863,P04863,1
D04864,P04864,0
D04865,P04865,1
D04866,P04866,0
D04867,P04867,1
D04868,P04868,0
D04869,P04869,1
D04870,P04870,0
D04871,P04871,1
D04872,P04872,0
D04873,P04873,1
D04874,P04874,0
D04875,P04875,1
D04876,P04876,0
D04877,P04877,1
D04878,P04878,0
D04879,P04879,1
D04880,P04880,0
D04881,P04881,1
D04882,P04882,0
D04883,P04883,1
D04884,P04884,0
D04885,P04885,1
D04886,P04886,0
D04887,P04887,1
D04888,P04888,0
D04889,P04889,1
D04890,P04890,0
D04891,P04891,1
D04892,P04892,0
D04893,P04893,1
D04894,P04894,0
D04895,P04895,1
D04896,P04896,0
D04897,P04897,1
D04898,P04898,0
D04899,P04899,1
D04900,P04900,0
D04901,P04901,1
D04902,P04902,0
D04903,P04903,1
D04904,P04904,0
D04905,P04905,1
D04906,P04906,0
D04907,P04907,1
D04908,P04908,0
D04909,P04909,1
D04910,P04910,0
D04911,P04911,1
D04912,P04912,0
D04913,P04913,1
D04914,P04914,0
D04915,P04915,1
D04916,P04916,0
D04917,P04917,1
D04918,P04918,0
D04919,P04919,1
D04920,P04920,0
D04921,P04921,1
D04922,P04922,0
D04923,P04923,1
D04924,P04924,0
D04925,P04925,1
D04926,P04926,0
D04927,P04927,1
D04928,P04928,0
D04929,P04929,1
D04930,P04930,0
D04931,P04931,1
D04932,P04932,0
D04933,P04933,1
D04934,P04934,0
D04935,P04935,1
D04936,P04936,0
D04937,P04937,1
D04938,P04938,0
D04939,P04939,1
D04940,P04940,0
D04941,P04941,1
D04942,P04942,0
D04943,P04943,1
D04944,P04944,0
D04945,P04945,1
D04946,P04946,0
D04947,P04947,1
D04948,P04948,0
D04949,P04949,1
D04950,P04950,0
D04951,P04951,1
D04952,P04952,0
D04953,P04953,1
D04954,P04954,0
D04955,P04955,1
D04956,P04956,0
D04957,P04957,1
D04958,P04958,0
D04959,P04959,1
D04960,P04960,0
D04961,P04961,1
D04962,P04962,0
D04963,P04963,1
D04964,P04964,0
D04965,P04965,1
D04966,P04966,0
D04967,P04967,1
D04968,P04968,0
D04969,P04969,1
D04970,P04970,0
D04971,P04971,1
D04972,P04972,0
D04973,P04973,1
D04974,P04974,0
D04975,P04975,1
D04976,P04976,0
D04977,P04977,1
D04978,P04978,0
D04979,P04979,1
D04980,P04980,0
D04981,P04981,1
D04982,P04982,0
D04983,P04983,1
D04984,P04984,0
D04985,P04985,1
D04986,P04986,0
D04987,P04987,1
D04988,P04988,0
D04989,P04989,1
D04990,P04990,1
D04991,P04991,0
D04992,P04992,1
D04993,P04993,0
D04994,P04994,1
D04995,P04995,0
D04996,P04996,1
D04997,P04997,0
D04998,P04998,1
D04999,P04999,0
D05000,P05000,1
D05001,P05001,0
D05002,P05002,1
D05003,P05003,0
D05004,P05004,1
D05005,P05005,0
D05006,P05006,1
D05007,P05007,0
D05008,P05008,1
D05009,P05009,0
D05010,P05010,1
D05011,P05011,0
D05012,P05012,1
D05013,P05013,0
D05014,P05014,1
D05015,P05015,0
D05016,P05016,1
D05017,P05017,0
D05018,P05018,1
D05019,P05019,0
D05020,P05020,1
D05021,P05021,0
D05022,P05022,1
D05023,P05023,0
D05024,P05024,1
D05025,P05025,0
D05026,P05026,1
D05027,P05027,0
D05028,P05028,1
D05029,P05029,0
D05030,P05030,1
D05031,P05031,0
D05032,P05032,1
D05033,P05033,0
D05034,P05034,1
D05035,P05035,0
D05036,P05036,1
D05037,P05037,0
D05038,P05038,1
D05039,P05039,0
D05040,P05040,1
D05041,P05041,0
D05042,P05042,1
D05043,P05043,0
D05044,P05044,1
D05045,P05045,0
D05046,P05046,1
D05047,P05047,0
D05048,P05048,1
D05049,P05049,0
D05050,P05050,1
D05051,P05051,0
D05052,P05052,1
D05053,P05053,0
D05054,P05054,1
D05055,P05055,0
D05056,P05056,1
D05057,P05057,0
D05058,P05058,1
D05059,P05059,0
D05060,P05060,1
D05061,P05061,0
D05062,P05062,1
D05063,P05063,0
D05064,P05064,1
D05065,P05065,0
D05066,P05066,1
D05067,P05067,0
D05068,P05068,1
D05069,P05069,0
D05070,P05070,1
D05071,P05071,0
D05072,P05072,1
D05073,P05073,0
D05074,P05074,1
D05075,P05075,0
D05076,P05076,1
D05077,P05077,0
D05078,P05078,1
D05079,P05079,0
D05080,P05080,1
D05081,P05081,0
D05082,P05082,1
D05083,P05083,0
D05084,P05084,1
D05085,P05085,0
D05086,P05086,1
D05087,P05087,0
D05088,P05088,1
D05089,P05089,0
D05090,P05090,1
D05091,P05091,0
D05092,P05092,1
D05093,P05093,0
D05094,P05094,1
D05095,P05095,0
D05096,P05096,1
D05097,P05097,0
D05098,P05098,1
D05099,P05099,0
D05100,P05100,1
D05101,P05101,0
D05102,P05102,1
D05103,P05103,0
D05104,P05104,1
D05105,P05105,0
D05106,P05106,1
D05107,P05107,0
D05108,P05108,1
D05109,P05109,0
D05110,P05110,1
D05111,P05111,0
D05112,P05112,1
D05113,P05113,0
D05114,P05114,1
D05115,P05115,0
D05116,P05116,1
D05117,P05117,0
D05118,P05118,1
D05119,P05119,0
D05120,P05120,1
D05121,P05121,0
D05122,P05122,1
D05123,P05123,0
D05124,P05124,1
D05125,P05125,0
D05126,P05126,1
D05127,P05127,0
D05128,P05128,1
D05129,P05129,0
D05130,P05130,1
D05131,P05131,0
D05132,P05132,1
D05133,P05133,0
D05134,P05134,1
D05135,P05135,0
D05136,P05136,1
D05137,P05137,0
D05138,P05138,1
D05139,P05139,0
D05140,P05140,1
D05141,P05141,0
D05142,P05142,1
D05143,P05143,0
D05144,P05144,1
D05145,P05145,0
D05146,P05146,1
D05147,P05147,0
D05148,P05148,1
D05149,P05149,0
D05150,P05150,1
D05151,P05151,0
D05152,P05152,1
D05153,P05153,0
D05154,P05154,1
D05155,P05155,0
D05156,P05156,1
D05157,P05157,0
D05158,P05158,1
D05159,P05159,0
D05160,P05160,1
D05161,P05161,0
D05162,P05162,1
D05163,P05163,0
D05164,P05164,1
D05165,P05165,0
D05166,P05166,1
D05167,P05167,0
D05168,P05168,1
D05169,P05169,0
D05170,P05170,1
D05171,P05171,0
D05172,P05172,1
D05173,P05173,0
D05174,P05174,1
D05175,P05175,0
D05176,P05176,1
D05177,P05177,0
D05178,P05178,1
D05179,P05179,0
D05180,P05180,1
D05181,P05181,0
D05182,P05182,1
D05183,P05183,0
D05184,P05184,1
D05185,P05185,0
D05186,P05186,1
D05187,P05187,0
D05188,P05188,1
D05189,P05189,0
D05190,P05190,1
D05191,P05191,0
D05192,P05192,1
D05193,P05193,0
D05194,P05194,1
D05195,P05195,0
D05196,P05196,1
D05197,P05197,0
D05198,P05198,1
D05199,P05199,0
D05200,P05200,1
D05201,P05201,0
D05202,P05202,1
D05203,P05203,0
D05204,P05204,1
D05205,P05205,0
D05206,P05206,1
D05207,P05207,0
D05208,P05208,1
D05209,P05209,0
D05210,P05210,1
D05211,P05211,0
D05212,P05212,1
D05213,P05213,0
D05214,P05214,1
D05215,P05215,0
D05216,P05216,1
D05217,P05217,0
D05218,P05218,1
D05219,P05219,0
D05220,P05220,1
D05221,P05221,0
D05222,P05222,1
D05223,P05223,0
D05224,P05224,1
D05225,P05225,0
D05226,P05226,1
D05227,P05227,0
D05228,P05228,1
D05229,P05229,0
D05230,P05230,1
D05231,P05231,0
D05232,P05232,1
D05233,P05233,0
D05234,P05234,1
D05235,P05235,0
D05236,P05236,1
D05237,P05237,0
D05238,P05238,1
D05239,P05239,0
D05240,P05240,1
D05241,P05241,0
D05242,P05242,1
D05243,P05243,0
D05244,P05244,1
D05245,P05245,0
D05246,P05246,1
D05247,P05247,0
D05248,P05248,1
D05249,P05249,0
D05250,P05250,1
D05251,P05251,0
D05252,P05252,1
D05253,P05253,0
D05254,P05254,1
D05255,P05255,0
D05256,P05256,1
D05257,P05257,0
D05258,P05258,1
D05259,P05259,0
D05260,P05260,1
D05261,P05261,0
D05262,P05262,1
D05263,P05263,0
D05264,P05264,1
D05265,P05265,0
D05266,P05266,1
D05267,P05267,0
D05268,P05268,1
D05269,P05269,0
D05270,P05270,1
D05271,P05271,0
D05272,P05272,1
D05273,P05273,0
D05274,P05274,0
D05275,P05275,1
D05276,P05276,1
D05277,P05277,0
D05278,P05278,1
D05279,P05279,0
D05280,P05280,1
D05281,P05281,0
D05282,P05282,1
D05283,P05283,0
D05284,P05284,1
D05285,P05285,0
D05286,P05286,1
D05287,P05287,0
D05288,P05288,1
D05289,P05289,0
D05290,P05290,1
D05291,P05291,0
D05292,P05292,1
D05293,P05293,0
D05294,P05294,1
D05295,P05295,0
D05296,P05296,1
D05297,P05297,0
D05298,P05298,1
D05299,P05299,0
D05300,P05300,1
D05301,P05301,0
D05302,P05302,1
D05303,P05303,0
D05304,P05304,1
D05305,P05305,0
D05306,P05306,1
D05307,P05307,0
D05308,P05308,1
D05309,P05309,0
D05310,P05310,1
D05311,P05311,0
D05312,P05312,1
D05313,P05313,0
D05314,P05314,1
D05315,P05315,0
D05316,P05316,1
D05317,P05317,0
D05318,P05318,1
D05319,P05319,0
D05320,P05320,1
D05321,P05321,0
D05322,P05322,1
D05323,P05323,0
D05324,P05324,1
D05325,P05325,0
D05326,P05326,0
D05327,P05327,1
D05328,P05328,0
D05329,P05329,1
D05330,P05330,0
D05331,P05331,1
D05332,P05332,0
D05333,P05333,1
D05334,P05334,0
D05335,P05335,1
D05336,P05336,0
D05337,P05337,1
D05338,P05338,0
D05339,P05339,1
D05340,P05340,0
D05341,P05341,1
D05342,P05342,0
D05343,P05343,1
D05344,P05344,0
D05345,P05345,1
D05346,P05346,0
D05347,P05347,1
D05348,P05348,0
D05349,P05349,1
D05350,P05350,0
D05351,P05351,1
D05352,P05352,0
D05353,P05353,0
D05354,P05354,1
D05355,P05355,0
D05356,P05356,1
D05357,P05357,0
D05358,P05358,1
D05359,P05359,0
D05360,P05360,1
D05361,P05361,0
D05362,P05362,1
D05363,P05363,0
D05364,P05364,1
D05365,P05365,0
D05366,P05366,1
D05367,P05367,0
D05368,P05368,1
D05369,P05369,0
D05370,P05370,1
D05371,P05371,0
D05372,P05372,1
D05373,P05373,0
D05374,P05374,1
D05375,P05375,0
D05376,P05376,1
D05377,P05377,0
D05378,P05378,1
D05379,P05379,0
D05380,P05380,1
D05381,P05381,0
D05382,P05382,1
D05383,P05383,0
D05384,P05384,1
D05385,P05385,0
D05386,P05386,1
D05387,P05387,0
D05388,P05388,1
D05389,P05389,0
D05390,P05390,1
D05391,P05391,0
D05392,P05392,1
D05393,P05393,0
D05394,P05394,1
D05395,P05395,0
D05396,P05396,1
D05397,P05397,0
D05398,P05398,1
D05399,P05399,0
D05400,P05400,1
D05401,P05401,0
D05402,P05402,1
D05403,P05403,0
D05404,P05404,1
D05405,P05405,0
D05406,P05406,1
D05407,P05407,0
D05408,P05408,1
D05409,P05409,0
D05410,P05410,1
D05411,P05411,0
D05412,P05412,1
D05413,P05413,0
D05414,P05414,1
D05415,P05415,0
D05416,P05416,1
D05417,P05417,0
D05418,P05418,1
D05419,P05419,0
D05420,P05420,1
D05421,P05421,0
D05422,P05422,1
D05423,P05423,0
D05424,P05424,1
D05425,P05425,0
D05426,P05426,1
D05427,P05427,0
D05428,P05428,1
D05429,P05429,0
D05430,P05430,1
D05431,P05431,0
D05432,P05432,1
D05433,P05433,0
D05434,P05434,1
D05435,P05435,0
D05436,P05436,1
D05437,P05437,0
D05438,P05438,1
D05439,P05439,0
D05440,P05440,1
D05441,P05441,0
D05442,P05442,1
D05443,P05443,0
D05444,P05444,0
D05445,P05445,1
D05446,P05446,0
D05447,P05447,1
D05448,P05448,0
D05449,P05449,1
D05450,P05450,0
D05451,P05451,1
D05452,P05452,0
D05453,P05453,1
D05454,P05454,0
D05455,P05455,1
D05456,P05456,0
D05457,P05457,1
D05458,P05458,0
D05459,P05459,1
D05460,P05460,0
D05461,P05461,1
D05462,P05462,0
D05463,P05463,1
D05464,P05464,0
D05465,P05465,1
D05466,P05466,0
D05467,P05467,1
D05468,P05468,0
D05469,P05469,1
D05470,P05470,0
D05471,P05471,1
D05472,P05472,0
D05473,P05473,1
D05474,P05474,0
D05475,P05475,1
D05476,P05476,0
D05477,P05477,1
D05478,P05478,0
D05479,P05479,1
D05480,P05480,0
D05481,P05481,1
D05482,P05482,0
D05483,P05483,1
D05484,P05484,0
D05485,P05485,1
D05486,P05486,0
D05487,P05487,1
D05488,P05488,0
D05489,P05489,1
D05490,P05490,0
D05491,P05491,1
D05492,P05492,0
D05493,P05493,0
D05494,P05494,1
D05495,P05495,0
D05496,P05496,1
D05497,P05497,0
D05498,P05498,1
D05499,P05499,0
D05500,P05500,1
D05501,P05501,0
D05502,P05502,1
D05503,P05503,0
D05504,P05504,1
D05505,P05505,0
D05506,P05506,1
D05507,P05507,0
D05508,P05508,1
D05509,P05509,0
D05510,P05510,1
D05511,P05511,0
D05512,P05512,1
D05513,P05513,0
D05514,P05514,1
D05515,P05515,0
D05516,P05516,1
D05517,P05517,0
D05518,P05518,1
D05519,P05519,0
D05520,P05520,1
D05521,P05521,0
D05522,P05522,1
D05523,P05523,0
D05524,P05524,1
D05525,P05525,0
D05526,P05526,1
D05527,P05527,0
D05528,P05528,1
D05529,P05529,0
D05530,P05530,1
D05531,P05531,0
D05532,P05532,1
D05533,P05533,0
D05534,P05534,1
D05535,P05535,0
D05536,P05536,1
D05537,P05537,0
D05538,P05538,1
D05539,P05539,0
D05540,P05540,1
D05541,P05541,0
D05542,P05542,1
D05543,P05543,0
D05544,P05544,1
D05545,P05545,0
D05546,P05546,1
D05547,P05547,0
D05548,P05548,1
D05549,P05549,0
D05550,P05550,1
D05551,P05551,0
D05552,P05552,1
D05553,P05553,0
D05554,P05554,1
D05555,P05555,0
D05556,P05556,1
D05557,P05557,0
D05558,P05558,1
D05559,P05559,0
D05560,P05560,1
D05561,P05561,0
D05562,P05562,1
D05563,P05563,0
D05564,P05564,1
D05565,P05565,0
D05566,P05566,1
D05567,P05567,0
D05568,P05568,1
D05569,P05569,0
D05570,P05570,1
D05571,P05571,0
D05572,P05572,1
D05573,P05573,0
D05574,P05574,1
D05575,P05575,0
D05576,P05576,1
D05577,P05577,0
D05578,P05578,1
D05579,P05579,0
D05580,P05580,1
D05581,P05581,0
D05582,P05582,1
D05583,P05583,0
D05584,P05584,1
D05585,P05585,0
D05586,P05586,1
D05587,P05587,0
D05588,P05588,1
D05589,P05589,0
D05590,P05590,1
D05591,P05591,0
D05592,P05592,1
D05593,P05593,0
D05594,P05594,1
D05595,P05595,0
D05596,P05596,1
D05597,P05597,0
D05598,P05598,1
D05599,P05599,0
D05600,P05600,1
D05601,P05601,0
D05602,P05602,1
D05603,P05603,0
D05604,P05604,1
D05605,P05605,0
D05606,P05606,1
D05607,P05607,0
D05608,P05608,1
D05609,P05609,0
D05610,P05610,1
D05611,P05611,0
D05612,P05612,1
D05613,P05613,0
D05614,P05614,1
D05615,P05615,0
D05616,P05616,1
D05617,P05617,0
D05618,P05618,1
D05619,P05619,0
D05620,P05620,1
D05621,P05621,0
D05622,P05622,1
D05623,P05623,0
D05624,P05624,1
D05625,P05625,0
D05626,P05626,1
D05627,P05627,0
D05628,P05628,1
D05629,P05629,0
D05630,P05630,1
D05631,P05631,0
D05632,P05632,1
D05633,P05633,0
D05634,P05634,1
D05635,P05635,0
D05636,P05636,1
D05637,P05637,0
D05638,P05638,1
D05639,P05639,0
D05640,P05640,1
D05641,P05641,0
D05642,P05642,1
D05643,P05643,0
D05644,P05644,1
D05645,P05645,0
D05646,P05646,1
D05647,P05647,0
D05648,P05648,1
D05649,P05649,0
D05650,P05650,1
D05651,P05651,0
D05652,P05652,1
D05653,P05653,0
D05654,P05654,1
D05655,P05655,0
D05656,P05656,1
D05657,P05657,0
D05658,P05658,1
D05659,P05659,0
D05660,P05660,1
D05661,P05661,0
D05662,P05662,1
D05663,P05663,0
D05664,P05664,1
D05665,P05665,0
D05666,P05666,1
D05667,P05667,0
D05668,P05668,1
D05669,P05669,0
D05670,P05670,1
D05671,P05671,0
D05672,P05672,1
D05673,P05673,0
D05674,P05674,1
D05675,P05675,0
D05676,P05676,1
D05677,P05677,0
D05678,P05678,1
D05679,P05679,0
D05680,P05680,1
D05681,P05681,0
D05682,P05682,1
D05683,P05683,0
D05684,P05684,1
D05685,P05685,0
D05686,P05686,1
D05687,P05687,0
D05688,P05688,1
D05689,P05689,0
D05690,P05690,1
D05691,P05691,0
D05692,P05692,1
D05693,P05693,0
D05694,P05694,1
D05695,P05695,0
D05696,P05696,1
D05697,P05697,0
D05698,P05698,1
D05699,P05699,0
D05700,P05700,1
D05701,P05701,0
D05702,P05702,1
D05703,P05703,0
D05704,P05704,1
D05705,P05705,0
D05706,P05706,1
