protein_id,sequence
P08020,P18545
P08021,Q99928
P08022,P00374
P08023,P35499
P08024,P08912
P08025,P42081
P08026,P08913
P08027,A9UF02
P08028,Q02809
P08029,P11274
P08030,Q13621
P08031,P08700
P08032,P62942
P08033,P08174
P08034,P46098
P08035,Q06203
P08036,P21796
P08037,P35968
P08038,P18505
P08039,P12236
P08040,P46098
P08041,Q99519
P08042,O60427
P08043,Q7L0J3
P08044,P08913
P08045,P15336
P08046,P22303
P08047,P24093
P08048,P78334
P08049,P29218
P08050,P17787
P08051,P49619
P08052,P18825
P08053,Q03154
P08054,Q6PI48
P08055,P11177
P08056,P29274
P08057,O43923
P08058,P35367
P08059,P54687
P08060,P41145
P08061,P98066
P08062,O15427
P08063,Q8WWQ8
P08064,Q9UN88
P08065,P05193
P08066,Q99928
P08067,Q8XJ01
P08068,P54284
P08069,Q7ZJM1
P08070,P72524
P08071,P30044
P08072,P08172
P08073,P05154
P08074,P14867
P08075,P23141
P08076,P24666
P08077,P24046
P08078,P0C0X2
P08079,P17174
P08080,P35869
P08081,P12319
P08082,Q04771
P08083,P07510
P08084,P28472
P08085,O60656
P08086,Q13427
P08087,P00325
P08088,P44469
P08089,Q07021
P08090,Q7CRA4
P08091,P59796
P08092,P43702
P08093,P62508
P08094,P11586
P08095,P12236
P08096,P07202
P08097,P08373
P08098,Q07869
P08099,O75899
P08100,P14416
P08101,P31153
P08102,Q14654
P08103,P21589
P08104,P09917
P08105,P22303
P08106,P48169
P08107,Q13131
P08108,P14416
P08109,P24298
P08110,P22748
P08111,P00519
P08112,P08173
P08113,P52209
P08114,P35367
P08115,Q9NRE1
P08116,P28223
P08117,P09455
P08118,P38435
P08119,P11229
P08120,Q9Y289
P08121,P48169
P08122,Q96SW2
P08123,P18089
P08124,P10768
P08125,P0AEB2
P08126,P00749
P08127,P18505
P08128,P45452
P08129,P14416
P08130,P78559
P08131,P08588
P08132,P05546
P08133,P28223
P08134,P20618
P08135,P21728
P08136,P13611
P08137,P34903
P08138,P29074
P08139,Q92769
P08140,Q99584
P08141,Q14697
P08142,P13500
P08143,P34903
P08144,Q16558
P08145,P08172
P08146,P14868
P08147,P18505
P08148,Q02763
P08149,P21728
P08150,P02359
P08151,Q9UPY5
P08152,Q13131
P08153,Q9Y5N1
P08154,Q9HCC0
P08155,P08183
P08156,P02746
P08157,P15382
P08158,P47989
P08159,P10613
P08160,P37023
P08161,P07550
P08162,P07766
P08163,P11229
P08164,P32238
P08165,O76074
P08166,P07900
P08167,A2QLK4
P08168,P31645
P08169,O60882
P08170,Q14524
P08171,Q9Y478
P08172,Q16739
P08173,P26358
P08174,P11229
P08175,Q70Z44
P08176,P20309
P08177,Q8TCT1
P08178,P28222
P08179,P22455
P08180,P35354
P08181,O75900
P08182,P18089
P08183,Q07806
P08184,Q12879
P08185,P22413
P08186,P15056
P08187,P11168
P08188,Q9Y478
P08189,P30939
P08190,P06149
P08191,O14842
P08192,Q9BYF1
P08193,P29166
P08194,P34903
P08195,P18848
P08196,P41595
P08197,P17936
P08198,P30939
P08199,O00519
P08200,Q14524
P08201,O15374
P08202,P35348
P08203,Q15031
P08204,Q92731
P08205,Q8TE23
P08206,P11229
P08207,Q14181
P08208,P21817
P08209,P42345
P08210,Q9UN88
P08211,P37231
P08212,Q07343
P08213,P11388
P08214,P08913
P08215,Q8IVL6
P08216,P25021
P08217,P22888
P08218,P11229
P08219,P35462
P08220,Q13936
P08221,Q15046
P08222,P35348
P08223,Q6UX15
P08224,P31644
P08225,P08620
P08226,P45954
P08227,Q9A1X4
P08228,Q9NS18
P08229,Q9Y2U5
P08230,P19440
P08231,P0A0N4
P08232,P18825
P08233,P05193
P08234,P09172
P08235,Q14289
P08236,P23219
P08237,Q96A70
P08238,P30968
P08239,O75746
P08240,P00807
P08241,P08174
P08242,Q9Y5Y9
P08243,P00390
P08244,Q14524
P08245,P31939
P08246,P32297
P08247,Q6IB77
P08248,P21728
P08249,P10415
P08250,P28223
P08251,O95831
P08252,P35354
P08253,P48549
P08254,P08913
P08255,P09238
P08256,Q13224
P08257,Q8WWQ8
P08258,P08546
P08259,P62594
P08260,Q9UN88
P08261,P35219
P08262,P43681
P08263,P33681
P08264,P02919
P08265,O14746
P08266,Q9P0Z9
P08267,P06276
P08268,P40306
P08269,Q7L0J3
P08270,A8MPY1
P08271,P28223
P08272,P87066
P08273,Q00653
P08274,P21728
P08275,P48067
P08276,Q16445
P08277,P27338
P08278,P11229
P08279,P80511
P08280,P18505
P08281,Q14500
P08282,P34903
P08283,P09622
P08284,P23975
P08285,Q14289
P08286,Q53707
P08287,P25092
P08288,Q75Y35
P08289,Q14957
P08290,P55017
P08291,P06276
P08292,O14646
P08293,P20276
P08294,Q13183
P08295,O14764
P08296,P63000
P08297,P28482
P08298,O60294
P08299,P02919
P08300,O15460
P08301,P28335
P08302,O14920
P08303,P14416
P08304,P63316
P08305,P47901
P08306,P48048
P08307,P07307
P08308,P01008
P08309,Q8NER1
P08310,P31645
P08311,P51843
P08312,Q13639
P08313,P49916
P08314,Q9BQB6
P08315,B0B3C9
P08316,P21728
P08317,P52209
P08318,P35367
P08319,O14727
P08320,Q72547
P08321,P19099
P08322,P24228
P08323,P02708
P08324,P35367
P08325,O75899
P08326,P20309
P08327,O15270
P08328,Q14353
P08329,Q9NSE4
P08330,P48169
P08331,Q16270
P08332,P35348
P08333,O90777
P08334,Q9HAB3
P08335,P51692
P08336,P28335
P08337,P28476
P08338,P20309
P08339,Q9Y2J8
P08340,O00591
P08341,Q32P28
P08342,P18089
P08343,P43088
P08344,P25963
P08345,O43246
P08346,P43700
P08347,P0A0N4
P08348,P33151
P08349,P0A4L9
P08350,P10415
P08351,P00451
P08352,A8MPY1
P08353,P16220
P08354,Q99928
P08355,P07477
P08356,P35354
P08357,P38435
P08358,Q16832
P08359,P14324
P08360,P28335
P08361,Q9UN76
P08362,Q13936
P08363,P26951
P08364,Q05586
P08365,P28221
P08366,Q13698
P08367,Q44532
P08368,O15217
P08369,Q58L87
P08370,P08173
P08371,O43525
P08372,Q72547
P08373,P08912
P08374,P27487
P08375,P00736
P08376,P04271
P08377,O95069
P08378,Q99643
P08379,P07101
P08380,P28482
P08381,Q14123
P08382,P78348
P08383,P77390
P08384,P46597
P08385,Q13200
P08386,P25021
P08387,O75746
P08388,Q9UBS5
P08389,O14939
P08390,P18507
P08391,Q8N0U8
P08392,Q8IVL5
P08393,O76074
P08394,P07101
P08395,P08887
P08396,A8MPY1
P08397,O60513
P08398,Q08828
P08399,O15427
P08400,P0A4L9
P08401,P28845
P08402,P04150
P08403,P49585
P08404,P0A3M6
P08405,P23945
P08406,P47870
P08407,P06149
P08408,Q02880
P08409,P16519
P08410,P28472
P08411,B0B3C9
P08412,Q32P28
P08413,P23786
P08414,Q9UK23
P08415,P43116
P08416,P0AD63
P08417,P04150
P08418,P07327
P08419,Q9Y5K3
P08420,P01100
P08421,P41143
P08422,P07741
P08423,P09455
P08424,O15399
P08425,P31644
P08426,P09546
P08427,P34903
P08428,Q9BW92
P08429,Q8DNB6
P08430,P11387
P08431,P04629
P08432,P0C0L4
P08433,Q8TCU5
P08434,Q9UKG9
P08435,Q9HAB3
P08436,Q01959
P08437,P14218
P08438,P35354
P08439,Q14353
P08440,O00305
P08441,O60840
P08442,P08172
P08443,P04818
P08444,P31645
P08445,O95237
P08446,Q05603
P08447,P11229
P08448,O60909
P08449,P05108
P08450,P18089
P08451,Q16719
P08452,P00966
P08453,P26447
P08454,P20309
P08455,P07204
P08456,P04150
P08457,P26447
P08458,P0AC13
P08459,P21796
P08460,P08912
P08461,P53848
P08462,P41595
P08463,P00811
P08464,P35372
P08465,P00387
P08466,P12081
P08467,O00469
P08468,P47870
P08469,P68638
P08470,Q13224
P08471,Q96C24
P08472,P08908
P08473,Q7ZJM1
P08474,P30049
P08475,P08183
P08476,O60760
P08477,Q9UDX4
P08478,O14920
P08479,P05787
P08480,P18089
P08481,Q9Y2I1
P08482,P51511
P08483,P01583
P08484,P47870
P08485,P96558
P08486,P21918
P08487,P04629
P08488,P37288
P08489,P07003
P08490,P78334
P08491,P54619
P08492,P41595
P08493,Q9P2J5
P08494,Q7CRA4
P08495,P00918
P08496,P35348
P08497,P21796
P08498,P16066
P08499,P10275
P08500,Q9BY49
P08501,P33673
P08502,O95907
P08503,Q9Y257
P08504,P18825
P08505,Q06AK7
P08506,Q05901
P08507,P49146
P08508,O00764
P08509,P99999
P08510,P35354
P08511,Q8RLY5
P08512,P41595
P08513,P0A953
P08514,Q8XJ01
P08515,P62508
P08516,P08588
P08517,Q59961
P08518,P31644
P08519,P05412
P08520,P78334
P08521,P49257
P08522,P48169
P08523,P23786
P08524,P28476
P08525,Q7L3T8
P08526,P18089
P08527,P06732
P08528,Q9NY46
P08529,P25092
P08530,P04150
P08531,P16471
P08532,P07225
P08533,P22033
P08534,P45452
P08535,P35408
P08536,A8MPY1
P08537,Q49184
P08538,P30968
P08539,Q8N9I0
P08540,P18505
P08541,O14880
P08542,P20309
P08543,P08686
P08544,P35372
P08545,Q6PI48
P08546,P23975
P08547,P36969
P08548,Q8WTV0
P08549,P03886
P08550,P35372
P08551,P42357
P08552,P28335
P08553,P51172
P08554,P17707
P08555,O25608
P08556,P13945
P08557,P45059
P08558,P08506
P08559,Q13315
P08560,Q16445
P08561,P00438
P08562,P04818
P08563,P20711
P08564,P48443
P08565,P04156
P08566,P18825
P08567,P04054
P08568,Q03154
P08569,O14880
P08570,Q16445
P08571,P49841
P08572,P08700
P08573,P48544
P08574,P78540
P08575,Q13126
P08576,Q8TDS4
P08577,P14920
P08578,P78334
P08579,Q9NY72
P08580,Q8NG66
P08581,P22352
P08582,O14764
P08583,P12256
P08584,Q32P28
P08585,O60669
P08586,Q14524
P08587,P61073
P08588,Q16790
P08589,P22352
P08590,Q9H3S4
P08591,Q9UBN7
P08592,P33121
P08593,Q8N1C3
P08594,P06276
P08595,P46098
P08596,P08729
P08597,P35368
P08598,Q9UG56
P08599,P00915
P08600,P47869
P08601,P35354
P08602,Q04759
P08603,Q99720
P08604,Q96C24
P08605,P07550
P08606,P06850
P08607,P35348
P08608,P16233
P08609,Q9UK17
P08610,P30518
P08611,P35367
P08612,Q9RVD6
P08613,Q12791
P08614,Q99519
P08615,P09917
P08616,P11274
P08617,P07550
P08618,P22001
P08619,P11229
P08620,P24093
P08621,P14867
P08622,P12256
P08623,P25100
P08624,P27986
P08625,P27815
P08626,P18507
P08627,P19838
P08628,P0AD65
P08629,P17405
P08630,Q53ET4
P08631,Q9NY47
P08632,P39900
P08633,Q6W5P4
P08634,P43702
P08635,P14867
P08636,Q7SID9
P08637,P08631
P08638,Q9NYX4
P08639,Q8N1C3
P08640,P21554
P08641,P35368
P08642,P07355
P08643,P35367
P08644,O60931
P08645,P23415
P08646,P49146
P08647,P20309
P08648,P08253
P08649,O00591
P08650,Q01718
P08651,Q16445
P08652,P33681
P08653,O76074
P08654,Q15758
P08655,Q99250
P08656,Q9BY66
P08657,P13945
P08658,P12532
P08659,P23975
P08660,P21918
P08661,P53608
P08662,Q02809
P08663,P30536
P08664,P27338
P08665,P29317
P08666,P03176
P08667,P04150
P08668,P22891
P08669,O15399
P08670,P48549
P08671,P34969
P08672,Q69600
P08673,P24046
P08674,P22033
P08675,P10275
P08676,P0AEB3
P08677,P08588
P08678,P31644
P08679,P03372
P08680,O60603
P08681,Q9KIE5
P08682,Q12797
P08683,Q16445
P08684,Q86YB8
P08685,Q05940
P08686,P14920
P08687,P06401
P08688,P29474
P08689,Q13131
P08690,P18507
P08691,P21266
P08692,P51512
P08693,P03372
P08694,Q9H252
P08695,P31645
P08696,P23284
P08697,P26358
P08698,O95907
P08699,P08172
P08700,Q9BVG9
P08701,Q8DNB6
P08702,Q08828
P08703,P60725
P08704,P0A3M5
P08705,P77390
P08706,P14780
P08707,Q9NVH6
P08708,P08235
P08709,P48169
P08710,Q92753
P08711,P04150
P08712,Q7SID9
P08713,P47869
P08714,Q07343
P08715,P23141
P08716,Q16647
P08717,Q9UGI9
P08718,P03176
P08719,Q13639
P08720,P00439
P08721,Q99542
P08722,F1L7U3
P08723,P14867
P08724,O94956
P08725,P35348
P08726,Q9Y2Q0
P08727,O95865
P08728,Q14654
P08729,P30556
P08730,P00439
P08731,P43116
P08732,Q9P2R7
P08733,P28472
P08734,P22413
P08735,P07225
P08736,P41250
P08737,Q9H2X9
P08738,P54284
P08739,P07998
P08740,Q9P0X4
P08741,P50406
P08742,P02751
P08743,Q15822
P08744,Q13427
P08745,Q9UGM1
P08746,Q14330
P08747,Q8XJ01
P08748,P99999
P08749,P16234
P08750,P26358
P08751,P31645
P08752,Q9BXJ7
P08753,P00326
P08754,P12314
P08755,P07949
P08756,Q9H6Z9
P08757,P09546
P08758,P31213
P08759,P22303
P08760,Q8TE23
P08761,P04156
P08762,P14735
P08763,P21917
P08764,P11498
P08765,P23219
P08766,P09237
P08767,P35372
P08768,P11926
P08769,P18505
P08770,P20132
P08771,Q72874
P08772,Q9UI33
P08773,P0AFI5
P08774,P18545
P08775,P20839
P08776,P94692
P08777,P08588
P08778,O43708
P08779,P12821
P08780,Q96C24
P08781,Q01959
P08782,Q04707
P08783,P01375
P08784,P08729
P08785,P23258
P08786,P14416
P08787,P02918
P08788,Q02156
P08789,Q9Y289
P08790,P17540
P08791,P0A6E4
P08792,Q08499
P08793,P39900
P08794,Q01668
P08795,P18505
P08796,P28472
P08797,P35348
P08798,Q9P2J5
P08799,Q9BY41
P08800,P72161
P08801,P00491
P08802,Q15031
P08803,P55263
P08804,P20309
P08805,P47989
P08806,P46925
P08807,Q9NZV8
P08808,Q04844
P08809,P38435
P08810,P12931
P08811,P21964
P08812,O14764
P08813,P32322
P08814,P31645
P08815,P23945
P08816,P47869
P08817,P30043
P08818,Q9P0X4
P08819,P19878
P08820,P23141
P08821,P05230
P08822,Q14957
P08823,P22460
P08824,P18507
P08825,P0AD65
P08826,Q16445
P08827,Q9Y2J8
P08828,P23975
P08829,Q02643
P08830,P41145
P08831,O60896
P08832,P50416
P08833,P47901
P08834,P36544
P08835,P16219
P08836,P27338
P08837,P12314
P08838,P04818
P08839,P49146
P08840,Q9UN88
P08841,Q14571
P08842,P08912
P08843,P22888
P08844,P78334
P08845,P08912
P08846,P17948
P08847,Q9UKG9
P08848,Q9GZZ6
P08849,O94903
P08850,P11229
P08851,Q96DP5
P08852,Q9BYC2
P08853,P17342
P08854,P24046
P08855,O00555
P08856,P28223
P08857,P04818
P08858,Q16665
P08859,P50440
P08860,Q99707
P08861,Q8IYQ7
P08862,Q96RJ0
P08863,P50747
P08864,P00519
P08865,P49228
P08866,P0A7X3
P08867,Q14721
P08868,P02918
P08869,P14207
P08870,P28223
P08871,P24232
P08872,P04293
P08873,Q9H239
P08874,P14416
P08875,Q13698
P08876,P23975
P08877,P0A8V2
P08878,P19793
P08879,Q14520
P08880,Q00975
P08881,P00915
P08882,P41143
P08883,Q15067
P08884,P08913
P08885,Q96RQ3
P08886,P08913
P08887,P17174
P08888,P05108
P08889,P22894
P08890,Q8TCU5
P08891,P0C0L4
P08892,P18505
P08893,P61278
P08894,Q9H4B7
P08895,P53608
P08896,Q14654
P08897,P42330
P08898,Q9Y5Y9
P08899,P0AEB2
P08900,P31644
P08901,P35968
P08902,Q09470
P08903,Q8IZS8
P08904,P48637
P08905,P12271
P08906,P47870
P08907,P78508
P08908,P22637
P08909,P99999
P08910,P23284
P08911,P21462
P08912,O14788
P08913,P05556
P08914,P25101
P08915,O15217
P08916,Q14432
P08917,Q5JVS0
P08918,P21397
P08919,P06864
P08920,P07550
P08921,O43497
P08922,P29317
P08923,P0AD65
P08924,Q8RLY5
P08925,Q969P6
P08926,P05164
P08927,P08913
P08928,P50281
P08929,P32238
P08930,P04070
P08931,P41595
P08932,P13716
P08933,Q72874
P08934,P0ADY7
P08935,P35354
P08936,Q06AK7
P08937,P05230
P08938,P16109
P08939,P36896
P08940,O60882
P08941,P27338
P08942,Q92569
P08943,Q9UI33
P08944,P22607
P08945,P42262
P08946,P16444
P08947,Q13224
P08948,P03198
P08949,P04150
P08950,P13945
P08951,P24046
P08952,P23378
P08953,P34903
P08954,O15554
P08955,O60779
P08956,P31327
P08957,P07550
P08958,A9UF02
P08959,P18507
P08960,P22570
P08961,P28222
P08962,P14867
P08963,P35367
P08964,P27361
P08965,P35367
P08966,P06310
P08967,P28222
P08968,Q8WYK2
P08969,P28472
P08970,Q96HD9
P08971,O14920
P08972,Q9UBK8
P08973,P28223
P08974,P19838
P08975,P18505
P08976,P28908
P08977,P21728
P08978,Q99250
P08979,P47869
P08980,P35368
P08981,Q8WY07
P08982,P42336
P08983,Q9NVH6
P08984,Q9BY49
P08985,Q75Y35
P08986,O00591
P08987,P21917
P08988,P31644
P08989,P56696
P08990,Q96RD7
P08991,P22607
P08992,P13551
P08993,P47869
P08994,P01730
P08995,P08588
P08996,Q02641
P08997,P35348
P08998,O75911
P08999,P32322
P09000,P45954
P09001,P49327
P09002,Q9Y691
P09003,Q13936
P09004,Q15822
P09005,P24752
P09006,P10915
P09007,P08588
P09008,O94903
P09009,Q9P0X4
P09010,P38484
P09011,Q9Y2Q0
P09012,P28062
P09013,P11511
P09014,P45844
P09015,O95180
P09016,P41145
P09017,P34741
P09018,Q75Y35
P09019,P54219
P09020,Q03181
P09021,P41594
P09022,P78334
P09023,P05108
P09024,P11229
P09025,P32238
P09026,Q08289
P09027,P25092
P09028,Q16760
P09029,O60513
P09030,P08172
P09031,P19801
P09032,P28223
P09033,Q99643
P09034,P02918
P09035,O14764
P09036,P28335
P09037,Q6NUM9
P09038,Q9X6W0
P09039,P00439
P09040,P08588
P09041,P56282
P09042,P07101
P09043,O43708
P09044,P23219
P09045,P68871
P09046,Q9Y233
P09047,P53985
P09048,P25100
P09049,P08506
P09050,P22748
P09051,Q9H3N8
P09052,P08173
P09053,Q9Y3R4
P09054,P45844
P09055,P43133
P09056,O14764
P09057,Q9BW92
P09058,Q8N1C3
P09059,P09211
P09060,P10828
P09061,Q8DR59
P09062,Q9Y478
P09063,P21554
P09064,P50406
P09065,P21549
P09066,P12319
P09067,P37088
P09068,P18507
P09069,Q13621
P09070,P28222
P09071,O14594
P09072,P22303
P09073,O43708
P09074,Q9NYK1
P09075,P33151
P09076,P18505
P09077,P31785
P09078,P08913
P09079,P23921
P09080,P48637
P09081,P19838
P09082,P11229
P09083,O75899
P09084,P80404
P09085,P31749
P09086,P04035
P09087,O00763
P09088,P35368
P09089,Q9Y5K3
P09090,P35354
P09091,Q9H2S1
P09092,P23219
P09093,P00505
P09094,P18089
P09095,P30411
P09096,P14677
P09097,P12236
P09098,Q14524
P09099,P19634
P09100,P78334
P09101,Q13126
P09102,P57059
P09103,Q8TCU5
P09104,P47870
P09105,Q9NUB1
P09106,O14764
P09107,Q8NBN7
P09108,P20309
P09109,P14679
P09110,P50406
P09111,P80404
P09112,P28472
P09113,Q15274
P09114,Q08493
P09115,O14717
P09116,P25092
P09117,Q9HCC0
P09118,O14764
P09119,P05093
P09120,P23219
P09121,Q16568
P09122,Q13332
P09123,P09917
P09124,Q71U36
P09125,P00740
P09126,Q8TCU5
P09127,P22891
P09128,P35368
P09129,P15538
P09130,P42262
P09131,P19480
P09132,P42898
P09133,P04275
P09134,Q9BXI2
P09135,P43166
P09136,P21728
P09137,P78334
P09138,P06401
P09139,Q9H2M3
P09140,O76074
P09141,P45381
P09142,Q75Y35
P09143,P27907
P09144,O60391
P09145,P36969
P09146,P28335
P09147,Q99643
P09148,P00533
P09149,P49765
P09150,P14416
P09151,Q53707
P09152,P45877
P09153,P22352
P09154,P11229
P09155,P24752
P09156,P35368
P09157,P20586
P09158,O95069
P09159,P09250
P09160,P29474
P09161,Q07864
P09162,Q13956
P09163,P0AD63
P09164,P18825
P09165,P19480
P09166,P11388
P09167,Q9Y271
P09168,P42971
P09169,P55263
P09170,Q75Y35
P09171,P21728
P09172,P06401
P09173,Q09470
P09174,P24530
P09175,P13843
P09176,P18825
P09177,Q9Y5N1
P09178,P47869
P09179,O14842
P09180,P08172
P09181,P02452
P09182,Q9Y233
P09183,Q9UBS5
P09184,P11229
P09185,P35354
P09186,P07550
P09187,Q9Y691
P09188,P14416
P09189,Q06319
P09190,P41143
P09191,Q9GZR5
P09192,P08581
P09193,O43526
P09194,P23975
P09195,P13727
P09196,P29275
P09197,Q9Y271
P09198,Q01668
P09199,P55157
P09200,P08173
P09201,P77390
P09202,Q53707
P09203,P59796
P09204,P0A8T7
P09205,P05164
P09206,P28472
P09207,P47872
P09208,P19793
P09209,P16070
P09210,P31644
P09211,P32927
P09212,P35354
P09213,P08913
P09214,P00915
P09215,O00180
P09216,P09619
P09217,Q13370
P09218,P55017
P09219,Q92206
P09220,P21728
P09221,Q03405
P09222,P46098
P09223,Q00975
P09224,P10721
P09225,P14868
P09226,P78334
P09227,Q96I59
P09228,P13945
P09229,P08908
P09230,P18507
P09231,P27797
P09232,Q5T6L4
P09233,P48745
P09234,O00555
P09235,Q8WY07
P09236,P10721
P09237,P51168
P09238,P23219
P09239,P19793
P09240,P20309
P09241,Q07912
P09242,P34969
P09243,Q03154
P09244,P23975
P09245,P21430
P09246,Q09428
P09247,P07451
P09248,Q8N1C3
P09249,Q9WYT0
P09250,P28472
P09251,P16234
P09252,P29274
P09253,P0C0L4
P09254,P00374
P09255,P61278
P09256,Q8NFJ5
P09257,P00740
P09258,P67775
P09259,Q07806
P09260,P55792
P09261,P00363
P09262,P00183
P09263,B0B3C9
P09264,Q9H244
P09265,P35354
P09266,P78334
P09267,Q13131
P09268,P48443
P09269,Q08828
P09270,P25021
P09271,P28222
P09272,Q8XJ01
P09273,Q9BYF1
P09274,P35367
P09275,Q99519
P09276,Q8XJ01
P09277,Q9GZT9
P09278,O60658
P09279,Q59961
P09280,P08172
P09281,P55792
P09282,Q9Y289
P09283,Q6NSD4
P09284,P16473
P09285,P19634
P09286,P36507
P09287,P21462
P09288,Q13427
P09289,O75908
P09290,P39023
P09291,P35348
P09292,P17252
P09293,P78417
P09294,O60568
P09295,P46098
P09296,Q06AK7
P09297,P0A7S3
P09298,Q99250
P09299,P30926
P09300,P28476
P09301,P21918
P09302,P51787
P09303,P47870
P09304,P14061
P09305,P08588
P09306,P08908
P09307,P35348
P09308,O15269
P09309,P52209
P09310,P48549
P09311,P18825
P09312,Q8DNB6
P09313,P07550
P09314,P06276
P09315,Q92731
P09316,Q04707
P09317,Q13200
P09318,Q07343
P09319,Q9H252
P09320,P41180
P09321,O00408
P09322,P28472
P09323,Q15825
P09324,P22459
P09325,P08174
P09326,P28222
P09327,P12532
P09328,P11230
P09329,O76082
P09330,P47869
P09331,P05230
P09332,Q71U36
P09333,O60427
P09334,P00918
P09335,P44469
P09336,P35367
P09337,Q02880
P09338,O95749
P09339,P07203
P09340,P28335
P09341,Q07343
P09342,P28222
P09343,Q9H015
P09344,O60391
P09345,P05141
P09346,O76082
P09347,O75469
P09348,O60882
P09349,P08913
P09350,O95864
P09351,P09210
P09352,Q13131
P09353,O00763
P09354,Q01959
P09355,Q7LG56
P09356,P31645
P09357,Q16832
P09358,Q7CRA4
P09359,Q9ULC6
P09360,Q15842
P09361,P23415
P09362,Q14432
P09363,P02708
P09364,P35372
P09365,P20839
P09366,Q07343
P09367,Q08499
P09368,P18405
P09369,P32929
P09370,Q01959
P09371,Q13621
P09372,P07437
P09373,P00363
P09374,P04150
P09375,P00807
P09376,P14416
P09377,P08473
P09378,P10613
P09379,P35367
P09380,Q05940
P09381,P14543
P09382,Q6NSD4
P09383,P09038
P09384,O15111
P09385,P23297
P09386,Q14500
P09387,P40238
P09388,Q13698
P09389,P08909
P09390,P02919
P09391,Q9UQQ2
P09392,P03198
P09393,P00811
P09394,Q14289
P09395,P30926
P09396,Q12809
P09397,P04275
P09398,P25100
P09399,Q04707
P09400,Q12809
P09401,P35408
P09402,P49588
P09403,P07327
P09404,Q08210
P09405,P23297
P09406,O43451
P09407,P10398
P09408,P17936
P09409,Q07806
P09410,Q91RS4
P09411,P23975
P09412,P21266
P09413,P28221
P09414,Q9UKG9
P09415,Q00266
P09416,Q9NY59
P09417,Q9NS40
P09418,P16640
P09419,Q16568
P09420,P03198
P09421,P18507
P09422,P13551
P09423,Q00975
P09424,Q9HCR9
P09425,P36544
P09426,P0A6J8
P09427,P24093
P09428,O15270
P09429,P20648
P09430,Q51504
P09431,Q01959
P09432,P11362
P09433,P04083
P09434,P18405
P09435,P35348
P09436,P62942
P09437,Q8N1C3
P09438,P33151
P09439,P48169
P09440,P0AD68
P09441,P24228
P09442,Q96SL4
P09443,P21917
P09444,P14618
P09445,Q9UBS5
P09446,Q9Y697
P09447,Q9UP95
P09448,P52647
P09449,P08172
P09450,P41252
P09451,Q12809
P09452,P43116
P09453,Q9H2X9
P09454,P39023
P09455,P18089
P09456,P20839
P09457,P21397
P09458,Q01668
P09459,P05412
P09460,P04234
P09461,P27816
P09462,Q02218
P09463,P28566
P09464,P12081
P09465,P0A7J6
P09466,Q9H3S4
P09467,P35346
P09468,P26676
P09469,Q9Y5Y9
P09470,P11926
P09471,P35348
P09472,P10826
P09473,O14764
P09474,Q02127
P09475,P31645
P09476,Q8N1C3
P09477,P03176
P09478,O15399
P09479,P51812
P09480,P61177
P09481,P34969
P09482,P51511
P09483,Q8NER1
P09484,P06276
P09485,P34903
P09486,Q9Y271
P09487,Q9UN88
P09488,P06746
P09489,P24347
P09490,P36544
P09491,P09917
P09492,P16389
P09493,Q06432
P09494,P32322
P09495,O00591
P09496,O15375
P09497,O43246
P09498,P17948
P09499,Q8TCU5
P09500,P48637
P09501,P08912
P09502,O76074
P09503,P47869
P09504,Q14500
P09505,P49773
P09506,P28482
P09507,P43700
P09508,P15121
P09509,P47870
P09510,O43246
P09511,P28223
P09512,P42684
P09513,Q16445
P09514,P10768
P09515,P11168
P09516,P01008
P09517,Q9UBK8
P09518,P02918
P09519,Q99928
P09520,P15559
P09521,P98194
P09522,P28861
P09523,P00918
P09524,Q5JVS0
P09525,Q91RS4
P09526,P22352
P09527,P10826
P09528,Q14697
P09529,Q7SID9
P09530,P05165
P09531,P35354
P09532,P62594
P09533,P08912
P09534,Q9GZT9
P09535,P13945
P09536,Q05901
P09537,Q8TCU5
P09538,P96558
P09539,P0A3M6
P09540,P00807
P09541,P28335
P09542,P17540
P09543,O43497
P09544,P61889
P09545,Q8IYQ7
P09546,P48637
P09547,P03372
P09548,P01589
P09549,P21554
P09550,P35462
P09551,P0A3M6
P09552,Q92947
P09553,Q96RI1
P09554,Q16832
P09555,A8MPY1
P09556,Q9Y2Z4
P09557,Q12809
P09558,P48169
P09559,P30049
P09560,P83223
P09561,P10827
P09562,P49588
P09563,Q13621
P09564,P35499
P09565,P35368
P09566,Q9BYV1
P09567,Q8IVL6
P09568,Q9BZV3
P09569,P00918
P09570,P18858
P09571,P22748
P09572,P06241
P09573,O00305
P09574,Q04844
P09575,P23219
P09576,P11511
P09577,P08173
P09578,P30532
P09579,P48169
P09580,P27986
P09581,P30556
P09582,P12931
P09583,P0AC13
P09584,P02751
P09585,Q8DR59
P09586,P30872
P09587,P05166
P09588,Q969I3
P09589,P18507
P09590,O60513
P09591,Q9NZV8
P09592,P00484
P09593,P16066
P09594,P51788
P09595,P35462
P09596,P23458
P09597,P08588
P09598,Q9HA77
P09599,P08912
P09600,P0C0X1
P09601,P08913
P09602,Q03154
P09603,P25100
P09604,Q9UJT1
P09605,P28335
P09606,P20061
P09607,P47898
P09608,P17752
P09609,Q9UN88
P09610,P10721
P09611,P48169
P09612,O60779
P09613,P23219
P09614,P32929
P09615,P04150
P09616,Q8WWQ8
P09617,P42261
P09618,P35498
P09619,P08908
P09620,P31644
P09621,P54750
